suburb,postcode,state,state_name,lat,lng
Bridges,4561,QLD,Queensland,-26.53613,152.9408
Beaver Rock,4650,QLD,Queensland,-25.51991,152.82596
Eurong,4581,QLD,Queensland,-25.51469,153.11952
Maaroom,4650,QLD,Queensland,-25.58907,152.86496
Island Plantation,4650,QLD,Queensland,-25.49695,152.72547
St Helens,4650,QLD,Queensland,-25.48836,152.70824
Walkers Point,4650,QLD,Queensland,-25.50411,152.74657
Foreshores,4678,QLD,Queensland,-24.09472,151.50083
Seventeen Seventy,4677,QLD,Queensland,-24.17342,151.88414
Rules Beach,4674,QLD,Queensland,-24.49274,152.02284
Turkey Beach,4678,QLD,Queensland,-24.08312,151.65132
Deepwater,4674,QLD,Queensland,-24.37648,151.94284
Round Hill,4677,QLD,Queensland,-24.30077,151.87349
Captain Creek,4677,QLD,Queensland,-24.28135,151.77048
Bororen,4678,QLD,Queensland,-24.24534,151.49957
Colosseum,4677,QLD,Queensland,-24.43171,151.57454
Rosedale,4674,QLD,Queensland,-24.65118,151.87197
Rodds Bay,4678,QLD,Queensland,-24.10022,151.62437
Mount Tom,4677,QLD,Queensland,-24.32508,151.68577
Lowmead,4676,QLD,Queensland,-24.62416,151.69944
Mount Maria,4674,QLD,Queensland,-24.52237,151.83398
Euleilah,4674,QLD,Queensland,-24.49867,151.86771
Wellesley Islands,4892,QLD,Queensland,-16.50776,139.48182
Gunpowder,4825,QLD,Queensland,-19.79227,139.28512
Mount Isa,4825,QLD,Queensland,-20.49489,139.45141
Lawn Hill,4825,QLD,Queensland,-18.62952,138.60972
Barkly,4825,QLD,Queensland,-20.6341,138.50829
The Mine,4714,QLD,Queensland,-23.62908,150.37286
Johnsons Hill,4714,QLD,Queensland,-23.62508,150.41415
Struck Oil,4714,QLD,Queensland,-23.6186,150.45429
Wura,4714,QLD,Queensland,-23.7904,150.33194
Trotter Creek,4714,QLD,Queensland,-23.69364,150.37662
Walmul,4714,QLD,Queensland,-23.71926,150.36265
Morven,4468,QLD,Queensland,-26.48054,147.09288
Gowrie Station,4470,QLD,Queensland,-26.16695,146.40423
Nive,4470,QLD,Queensland,-25.42558,146.52039
Ward,4470,QLD,Queensland,-25.94827,146.11171
Caroline Crossing,4477,QLD,Queensland,-25.70745,146.94665
Clara Creek,4468,QLD,Queensland,-26.11432,146.87526
Sommariva,4470,QLD,Queensland,-26.3801,146.71189
Riversleigh,4470,QLD,Queensland,-26.8514,146.50862
Bakers Bend,4470,QLD,Queensland,-26.74324,146.11775
Cooladdi,4479,QLD,Queensland,-26.64182,145.5613
Langlo,4470,QLD,Queensland,-26.00328,145.70201
Boatman,4468,QLD,Queensland,-27.12093,146.90264
Elphinstone,4742,QLD,Queensland,-21.51551,148.20841
Kemmis,4742,QLD,Queensland,-21.60691,148.34615
Turrawulla,4742,QLD,Queensland,-21.1244,148.17643
Blue Mountain,4737,QLD,Queensland,-21.50032,148.99751
Epsom,4741,QLD,Queensland,-21.49447,148.83874
Nebo,4742,QLD,Queensland,-21.65498,148.78948
Oxford,4742,QLD,Queensland,-21.8967,148.7958
Hail Creek,4742,QLD,Queensland,-21.44661,148.39723
Cooroibah,4565,QLD,Queensland,-26.35,152.9954
Pinbarren,4568,QLD,Queensland,-26.31197,152.86316
Noosa North Shore,4565,QLD,Queensland,-26.27199,153.03853
Federal,4568,QLD,Queensland,-26.39162,152.80933
Ringtail Creek,4565,QLD,Queensland,-26.33422,152.94808
Cooroy Mountain,4563,QLD,Queensland,-26.4315,152.952
Kin Kin,4571,QLD,Queensland,-26.25721,152.86361
Como,4571,QLD,Queensland,-26.20229,152.98558
Cootharaba,4565,QLD,Queensland,-26.28232,152.93598
Ridgewood,4563,QLD,Queensland,-26.46599,152.83438
Noorama,4490,QLD,Queensland,-28.71651,146.20471
Humeburn,4490,QLD,Queensland,-27.3936,145.20429
Jobs Gate,4490,QLD,Queensland,-28.7604,146.74088
Wyandra,4489,QLD,Queensland,-27.25873,146.10664
Nebine,4488,QLD,Queensland,-28.1072,146.84789
Tuen,4490,QLD,Queensland,-28.52047,145.7211
Yowah,4490,QLD,Queensland,-27.81494,144.5887
Linden,4490,QLD,Queensland,-27.90048,146.38493
Widgeegoara,4490,QLD,Queensland,-28.35743,146.32618
Coongoola,4490,QLD,Queensland,-27.71001,145.85556
Eulo,4491,QLD,Queensland,-28.21029,144.98881
Wyuna,4720,QLD,Queensland,-23.36589,148.34732
Crinum,4723,QLD,Queensland,-23.20205,148.26954
Lilyvale,4723,QLD,Queensland,-23.14481,148.44063
Mount Macarthur,4723,QLD,Queensland,-22.89877,148.21614
Lowestoff,4723,QLD,Queensland,-22.83516,148.08602
Retro,4723,QLD,Queensland,-22.84601,147.93574
Carbine Creek,4723,QLD,Queensland,-23.14963,147.79801
Theresa Creek,4721,QLD,Queensland,-23.08747,147.59549
Argyll,4721,QLD,Queensland,-23.31576,147.52203
Chirnside,4723,QLD,Queensland,-23.16493,148.07407
Khosh Bulduk,4723,QLD,Queensland,-22.99958,148.0274
Belcong,4723,QLD,Queensland,-23.02227,148.19017
Hibernia,4723,QLD,Queensland,-23.0917,147.89971
Poruma Island,4875,QLD,Queensland,-10.05023,143.06941
Adavale,4474,QLD,Queensland,-25.91684,144.71972
Eromanga,4480,QLD,Queensland,-26.30272,142.89273
Albion,4822,QLD,Queensland,-21.32455,142.64924
Cambridge,4822,QLD,Queensland,-20.36824,142.58633
Burleigh,4822,QLD,Queensland,-20.29419,143.05579
Saxby,4822,QLD,Queensland,-19.90726,142.68878
Woolgar,4822,QLD,Queensland,-19.98592,143.39474
Maxwelton,4822,QLD,Queensland,-20.86678,142.60618
Frenchville,4701,QLD,Queensland,-23.35563,150.55621
Fairy Bower,4700,QLD,Queensland,-23.40212,150.46822
Limestone Creek,4701,QLD,Queensland,-23.28727,150.56768
Mount Archer,4701,QLD,Queensland,-23.3251,150.58065
Seisia,4876,QLD,Queensland,-10.84955,142.36599
Mount Enniskillen,4472,QLD,Queensland,-24.66434,146.04431
Yandarlo,4478,QLD,Queensland,-25.14187,146.50611
Macfarlane,4478,QLD,Queensland,-24.87835,146.0167
Minnie Downs,4478,QLD,Queensland,-25.08578,145.85071
Scrubby Creek,4478,QLD,Queensland,-25.56807,145.71567
Windeyer,4478,QLD,Queensland,-24.56154,146.43079
Ghinghinda,4420,QLD,Queensland,-25.2485,149.75534
Gwambegwine,4420,QLD,Queensland,-25.30478,149.54113
Broadmere,4420,QLD,Queensland,-25.49704,149.51379
Spring Creek,4420,QLD,Queensland,-25.41282,150.03471
Glebe,4420,QLD,Queensland,-25.56144,150.14734
Cockatoo,4419,QLD,Queensland,-25.64818,150.25794
Glenhaughton,4420,QLD,Queensland,-25.19995,149.16429
Coorada,4420,QLD,Queensland,-24.95673,149.52905
Kinnoul,4420,QLD,Queensland,-25.67729,149.52185
Shaw,4818,QLD,Queensland,-19.27785,146.69763
Bohle Plains,4817,QLD,Queensland,-19.29151,146.67536
Lynam,4818,QLD,Queensland,-19.2453,146.46432
Bluewater,4818,QLD,Queensland,-19.16869,146.5288
Crystal Creek,4816,QLD,Queensland,-19.02203,146.26384
Beach Holm,4818,QLD,Queensland,-19.20521,146.64787
Gootchie,4650,QLD,Queensland,-25.87762,152.5809
Glenbar,4620,QLD,Queensland,-25.76504,152.35748
Thinoomba,4650,QLD,Queensland,-25.59247,152.45497
Tinnanbar,4650,QLD,Queensland,-25.77957,152.95591
St Mary,4650,QLD,Queensland,-25.69883,152.48233
Yerra,4650,QLD,Queensland,-25.59456,152.53444
Mungar,4650,QLD,Queensland,-25.59995,152.59519
Antigua,4650,QLD,Queensland,-25.63553,152.59178
Mount Urah,4650,QLD,Queensland,-25.80544,152.40188
Bauple,4650,QLD,Queensland,-25.81691,152.61351
Talegalla Weir,4650,QLD,Queensland,-25.78226,152.67431
Netherby,4650,QLD,Queensland,-25.77771,152.52843
Prince Of Wales,4875,QLD,Queensland,-10.68253,142.20729
Punsand,4876,QLD,Queensland,-10.72922,142.43698
New Mapoon,4875,QLD,Queensland,-10.797,142.44237
Roseneath,4811,QLD,Queensland,-19.35531,146.82394
Alligator Creek,4816,QLD,Queensland,-19.41588,146.94726
Cungulla,4816,QLD,Queensland,-19.39788,147.11113
Calcium,4816,QLD,Queensland,-19.64628,146.78061
Toonpan,4816,QLD,Queensland,-19.50379,146.87205
Julago,4816,QLD,Queensland,-19.37154,146.88294
Cape Cleveland,4810,QLD,Queensland,-19.31433,147.01148
Oak Valley,4811,QLD,Queensland,-19.40848,146.81992
Ugar Island,4875,QLD,Queensland,-9.50806,143.54599
Calingunee,4390,QLD,Queensland,-27.99576,150.32271
Yagaburne,4390,QLD,Queensland,-28.08678,150.52482
Billa Billa,4390,QLD,Queensland,-28.15106,150.29444
Kioma,4498,QLD,Queensland,-28.19913,149.76369
North Bungunya,4494,QLD,Queensland,-28.17248,149.53185
Wyaga,4390,QLD,Queensland,-28.15774,150.63634
Weengallon,4497,QLD,Queensland,-28.38255,149.09065
Callandoon,4390,QLD,Queensland,-28.53684,150.11158
Tarawera,4494,QLD,Queensland,-28.11239,149.73671
Wondalli,4390,QLD,Queensland,-28.37656,150.60911
Daymar,4497,QLD,Queensland,-28.63573,149.05544
Kindon,4390,QLD,Queensland,-28.09116,150.85272
South Talwood,4496,QLD,Queensland,-28.61027,149.34162
Toobeah,4498,QLD,Queensland,-28.35741,149.85385
Begonia,4487,QLD,Queensland,-27.44038,148.28034
Ballaroo,4455,QLD,Queensland,-27.19068,148.56061
Weribone,4417,QLD,Queensland,-27.20415,148.88779
Dunkeld,4465,QLD,Queensland,-27.15974,148.01492
Teelba,4423,QLD,Queensland,-27.52178,149.34646
Oberina,4417,QLD,Queensland,-27.02303,148.89378
Parknook,4417,QLD,Queensland,-27.40597,149.20277
Noorindoo,4417,QLD,Queensland,-27.06789,149.21175
Wellesley,4417,QLD,Queensland,-27.38685,148.90859
Wycombe,4455,QLD,Queensland,-27.50722,148.59887
Dittmer,4800,QLD,Queensland,-20.42492,148.41394
Mount Pluto,4800,QLD,Queensland,-20.29543,148.4369
Myrtlevale,4800,QLD,Queensland,-20.33093,148.55024
Foxdale,4800,QLD,Queensland,-20.34642,148.50948
Strathdickie,4800,QLD,Queensland,-20.33112,148.59498
Sugarloaf,4800,QLD,Queensland,-20.31327,148.6315
Cannon Valley,4800,QLD,Queensland,-20.31747,148.65123
Gregory River,4800,QLD,Queensland,-20.24485,148.50291
Palm Grove,4800,QLD,Queensland,-20.39382,148.70271
Riordanvale,4800,QLD,Queensland,-20.28504,148.6438
Brandy Creek,4800,QLD,Queensland,-20.33347,148.67189
Cape Gloucester,4800,QLD,Queensland,-20.16133,148.53726
Woodwark,4802,QLD,Queensland,-20.23065,148.65464
Hamilton Plains,4800,QLD,Queensland,-20.38111,148.58122
Wilson Beach,4800,QLD,Queensland,-20.47191,148.72729
Shute Harbour,4802,QLD,Queensland,-20.28935,148.78415
Breadalbane,4800,QLD,Queensland,-20.43184,148.60887
Silver Creek,4800,QLD,Queensland,-20.46876,148.48175
Goorganga Creek,4800,QLD,Queensland,-20.51804,148.48754
Gunyarra,4800,QLD,Queensland,-20.50105,148.56975
Glen Isla,4800,QLD,Queensland,-20.40728,148.62639
Lethebrook,4800,QLD,Queensland,-20.54463,148.64787
Kelsey Creek,4800,QLD,Queensland,-20.43513,148.51411
Thoopara,4800,QLD,Queensland,-20.55051,148.56938
Lake Proserpine,4800,QLD,Queensland,-20.38795,148.3321
Numinbah Valley,4211,QLD,Queensland,-28.15183,153.24401
Mount Marlow,4800,QLD,Queensland,-20.35148,148.62911
Cracow,4719,QLD,Queensland,-25.33023,150.30522
Kianga,4718,QLD,Queensland,-24.69356,150.01001
Brush Creek,4387,QLD,Queensland,-28.58471,151.13691
Natural Bridge,4211,QLD,Queensland,-28.22203,153.22485
Kynuna,4823,QLD,Queensland,-21.38015,142.06401
Brooweena,4620,QLD,Queensland,-25.58615,152.25163
Belyando,4820,QLD,Queensland,-21.84888,146.61016
Barringun,4490,QLD,Queensland,-28.84355,145.8143
Mungallala,4467,QLD,Queensland,-26.47947,147.47507
Gumlu,4805,QLD,Queensland,-19.89907,147.59551
Diamantina Lakes,4735,QLD,Queensland,-23.9409,141.24347
Owanyilla,4650,QLD,Queensland,-25.67404,152.61941
Middleton,4735,QLD,Queensland,-22.67764,141.71345
Opalton,4735,QLD,Queensland,-23.01987,142.3547
Kuridala,4824,QLD,Queensland,-21.10221,140.3493
Cordelia,4850,QLD,Queensland,-18.6086,146.25084
Birtinya,4575,QLD,Queensland,-26.74541,153.11957
Womblebank,4465,QLD,Queensland,-25.61459,147.78053
Selwyn,4823,QLD,Queensland,-21.84233,140.57561
East End,4695,QLD,Queensland,-23.90347,151.01378
Homestead,4820,QLD,Queensland,-20.36371,145.65812
Hamilton Creek,4714,QLD,Queensland,-23.67299,150.39821
Camoola,4730,QLD,Queensland,-22.94026,144.38663
Mutarnee,4816,QLD,Queensland,-18.97212,146.31463
Conway Beach,4800,QLD,Queensland,-20.47437,148.74833
Bauhinia,4718,QLD,Queensland,-24.55941,149.33798
Bambaroo,4850,QLD,Queensland,-18.88724,146.18504
Drummondslope,4724,QLD,Queensland,-24.03609,146.59635
Dunmora,4650,QLD,Queensland,-25.50578,152.55538
Grahams Creek,4650,QLD,Queensland,-25.57279,152.59486
Horse Creek,4714,QLD,Queensland,-23.66917,150.3846
Boompa,4621,QLD,Queensland,-25.65477,152.10956
Collaroy,4707,QLD,Queensland,-22.11421,149.26278
McKinlay,4823,QLD,Queensland,-21.42311,141.25507
Tinana South,4650,QLD,Queensland,-25.59494,152.66184
Cromarty,4809,QLD,Queensland,-19.45733,147.06857
North Talwood,4496,QLD,Queensland,-28.3728,149.39426
Thallon,4497,QLD,Queensland,-28.55717,148.79914
Corfield,4733,QLD,Queensland,-22.05396,143.53533
Teddington,4650,QLD,Queensland,-25.66415,152.66386
Kirknie,4806,QLD,Queensland,-19.86729,147.31755
Gundiah,4650,QLD,Queensland,-25.84314,152.52794
Doongul,4620,QLD,Queensland,-25.48001,152.33874
North Aramara,4620,QLD,Queensland,-25.55157,152.33036
Bungunya,4494,QLD,Queensland,-28.45462,149.67817
Lansdowne,4478,QLD,Queensland,-25.12165,146.15181
Goodar,4390,QLD,Queensland,-28.32709,150.11859
Coppabella,4741,QLD,Queensland,-21.95671,148.31951
Toobanna,4850,QLD,Queensland,-18.71467,146.1494
Vergemont,4730,QLD,Queensland,-23.56093,143.17826
Sardine,4726,QLD,Queensland,-22.82467,144.80929
Millaroo,4807,QLD,Queensland,-20.04415,147.25824
Llanarth,4820,QLD,Queensland,-21.32673,146.4618
Campaspe,4820,QLD,Queensland,-20.59262,145.97845
Dixie,4892,QLD,Queensland,-15.37261,143.24169
Mowbray,4877,QLD,Queensland,-16.59646,145.49005
Rollingstone,4816,QLD,Queensland,-19.04373,146.38147
Berajondo,4674,QLD,Queensland,-24.63558,151.79403
Silver Spur,4385,QLD,Queensland,-28.83286,151.34008
West Point,4819,QLD,Queensland,-19.14238,146.81377
Gore,4352,QLD,Queensland,-28.27672,151.41654
Mosquito Creek,4387,QLD,Queensland,-28.25699,151.31145
Bungeworgorai,4455,QLD,Queensland,-26.47309,148.6039
Bayrick,4478,QLD,Queensland,-25.39177,146.07512
Preston,4800,QLD,Queensland,-20.38965,148.65462
Ernestina,4730,QLD,Queensland,-23.7093,143.94543
Kurumbul,4388,QLD,Queensland,-28.57817,150.47431
Minnamoolka,4872,QLD,Queensland,-18.26897,145.04385
Boulder Creek,4714,QLD,Queensland,-23.67093,150.31401
Tangorin,4821,QLD,Queensland,-21.58421,144.16494
Junction View,4343,QLD,Queensland,-27.81098,152.18303
Morella,4730,QLD,Queensland,-22.96245,143.78766
Bidwill,4650,QLD,Queensland,-25.60205,152.70959
Andromache,4800,QLD,Queensland,-20.5944,148.43151
Springlands,4804,QLD,Queensland,-20.53734,147.76409
Upper Flagstone,4344,QLD,Queensland,-27.6315,152.00132
Hodgson,4455,QLD,Queensland,-26.56019,148.63077
Dargal Road,4455,QLD,Queensland,-26.55471,148.72048
Pioneers Rest,4650,QLD,Queensland,-25.66546,152.56898
Valkyrie,4742,QLD,Queensland,-22.19231,148.63338
Wallumbilla South,4428,QLD,Queensland,-26.76573,149.17438
Crystal Brook,4800,QLD,Queensland,-20.37826,148.48057
Degarra,4895,QLD,Queensland,-15.94086,145.34069
Newlands,4804,QLD,Queensland,-20.91515,147.84265
Baffle Creek,4674,QLD,Queensland,-24.47644,151.96156
Taunton,4674,QLD,Queensland,-24.41418,151.77859
Stonehenge,4730,QLD,Queensland,-24.22142,142.77533
Barambah,4601,QLD,Queensland,-26.31374,152.10598
Patrick,4725,QLD,Queensland,-23.76668,145.29882
Brookhill,4816,QLD,Queensland,-19.42375,146.86701
Woodstock,4816,QLD,Queensland,-19.64307,146.89561
Barringha,4816,QLD,Queensland,-19.52763,146.81584
Gumlow,4815,QLD,Queensland,-19.35598,146.68096
Cuttaburra,4490,QLD,Queensland,-28.64731,145.38773
Whetstone,4387,QLD,Queensland,-28.44769,150.85789
Cement Mills,4352,QLD,Queensland,-28.40408,151.57872
Caldervale,4478,QLD,Queensland,-24.97182,146.84563
Nine Mile Creek,4714,QLD,Queensland,-23.72405,150.45886
Wujal Wujal,4895,QLD,Queensland,-15.96556,145.31515
Piturie,4825,QLD,Queensland,-21.49858,138.37991
Shirbourne,4809,QLD,Queensland,-19.56435,147.06709
Oyster Creek,4674,QLD,Queensland,-24.42944,151.85887
Durham,4480,QLD,Queensland,-27.37292,141.94372
Conway,4800,QLD,Queensland,-20.45074,148.72696
Mount Britton,4742,QLD,Queensland,-21.39749,148.59998
Strathfield,4742,QLD,Queensland,-21.74629,148.5593
Three Rivers,4824,QLD,Queensland,-20.01431,140.18466
Mount Surround,4809,QLD,Queensland,-19.54534,147.05269
Gungaloon,4620,QLD,Queensland,-25.51502,152.4685
Gunnawarra,4872,QLD,Queensland,-17.89033,145.07275
Ingberry,4725,QLD,Queensland,-23.23783,145.48789
Veradilla,4347,QLD,Queensland,-27.59733,152.18341
Yengarie,4650,QLD,Queensland,-25.54178,152.5904
Burton,4742,QLD,Queensland,-21.62424,148.11838
Pinnacles,4815,QLD,Queensland,-19.43548,146.66799
Dynevor,4492,QLD,Queensland,-28.34368,144.25908
Pilerwa,4650,QLD,Queensland,-25.60365,152.56397
Lundavra,4390,QLD,Queensland,-28.09621,150.0248
Butchers Creek,4885,QLD,Queensland,-17.33851,145.69971
Gigoomgan,4620,QLD,Queensland,-25.76828,152.22362
Malarga,4620,QLD,Queensland,-25.79398,152.11835
Teebar,4620,QLD,Queensland,-25.66411,152.20819
Aramara,4620,QLD,Queensland,-25.60078,152.34751
Woocoo,4620,QLD,Queensland,-25.65963,152.34307
Magnolia,4650,QLD,Queensland,-25.66285,152.68986
Ferney,4650,QLD,Queensland,-25.61354,152.62168
Pauls Pocket,4800,QLD,Queensland,-20.47991,148.41719
Glenorchy,4650,QLD,Queensland,-25.62039,152.64077
Kinbombi,4601,QLD,Queensland,-26.20995,152.17008
Orallo,4455,QLD,Queensland,-26.30463,148.51577
Racecourse,4740,QLD,Queensland,-21.16465,149.13813
Nindaroo,4740,QLD,Queensland,-21.0661,149.12858
Richmond,4740,QLD,Queensland,-21.08605,149.13875
Pleystowe,4741,QLD,Queensland,-21.15526,149.02269
Te Kowai,4740,QLD,Queensland,-21.18001,149.11508
Alexandra,4740,QLD,Queensland,-21.16282,149.09253
Palmyra,4751,QLD,Queensland,-21.20441,149.07876
Midge Point,4799,QLD,Queensland,-20.65605,148.68786
Laguna Quays,4800,QLD,Queensland,-20.62344,148.66478
Marian,4753,QLD,Queensland,-21.16516,148.94875
Munbura,4740,QLD,Queensland,-21.37034,149.13984
Rosella,4740,QLD,Queensland,-21.23838,149.14689
Balnagowan,4740,QLD,Queensland,-21.11484,149.01051
Yalboroo,4741,QLD,Queensland,-20.84828,148.65832
St Helens Beach,4798,QLD,Queensland,-20.84939,148.80301
Calen,4798,QLD,Queensland,-20.89522,148.75135
Mount Ossa,4741,QLD,Queensland,-20.96738,148.84308
Kuttabul,4741,QLD,Queensland,-21.02381,148.90805
The Leap,4740,QLD,Queensland,-21.04991,149.02644
Hampden,4741,QLD,Queensland,-21.0851,148.95126
Habana,4740,QLD,Queensland,-21.02698,149.08093
Sunnyside,4737,QLD,Queensland,-21.37082,149.10524
Oakenden,4741,QLD,Queensland,-21.33254,149.0374
Balberra,4740,QLD,Queensland,-21.29924,149.1482
Eton,4741,QLD,Queensland,-21.30789,148.92963
Chelona,4740,QLD,Queensland,-21.25974,149.14326
Dunnrock,4740,QLD,Queensland,-21.26755,149.18322
Victoria Plains,4751,QLD,Queensland,-21.22032,149.01088
Dumbleton,4740,QLD,Queensland,-21.13111,149.07792
Bloomsbury,4799,QLD,Queensland,-20.69428,148.56607
Cape Hillsborough,4740,QLD,Queensland,-20.91472,149.02804
Mount Charlton,4741,QLD,Queensland,-20.99944,148.74521
Pinevale,4754,QLD,Queensland,-21.31928,148.8075
Brightly,4741,QLD,Queensland,-21.2728,148.89107
Kinchant Dam,4741,QLD,Queensland,-21.21408,148.89029
Mount Martin,4754,QLD,Queensland,-21.1029,148.81918
Dalrymple Heights,4757,QLD,Queensland,-21.06382,148.51915
Netherdale,4756,QLD,Queensland,-21.1186,148.53269
Crediton,4757,QLD,Queensland,-21.26498,148.56123
Pinnacle,4741,QLD,Queensland,-21.21431,148.67751
Septimus,4754,QLD,Queensland,-21.28008,148.71127
Devereux Creek,4753,QLD,Queensland,-21.10546,148.89367
Finch Hatton,4756,QLD,Queensland,-21.13065,148.62691
Broken River,4757,QLD,Queensland,-21.16582,148.50636
Benholme,4754,QLD,Queensland,-21.16014,148.8073
Eungella Dam,4757,QLD,Queensland,-21.15802,148.39326
Hazledean,4741,QLD,Queensland,-21.35469,148.90182
Alligator Creek,4740,QLD,Queensland,-21.30719,149.2182
Grasstree Beach,4740,QLD,Queensland,-21.35709,149.2872
Armstrong Beach,4737,QLD,Queensland,-21.4452,149.26949
Koumala,4738,QLD,Queensland,-21.62262,149.24096
Sarina Range,4737,QLD,Queensland,-21.56045,149.12491
Greenmount,4751,QLD,Queensland,-21.18482,149.03156
Mount Jukes,4740,QLD,Queensland,-20.98606,148.96537
Gargett,4741,QLD,Queensland,-21.15728,148.75354
Pindi Pindi,4798,QLD,Queensland,-20.8562,148.72717
Eungella,4757,QLD,Queensland,-21.12874,148.48548
Mount Pelion,4741,QLD,Queensland,-20.93753,148.79784
McEwens Beach,4740,QLD,Queensland,-21.23449,149.18817
Sandiford,4740,QLD,Queensland,-21.24298,149.10634
Homebush,4740,QLD,Queensland,-21.2708,149.05177
Freshwater Point,4737,QLD,Queensland,-21.4166,149.29096
North Eton,4741,QLD,Queensland,-21.23302,148.95081
Owens Creek,4741,QLD,Queensland,-21.10035,148.70527
Dows Creek,4754,QLD,Queensland,-21.10304,148.75851
Mia Mia,4754,QLD,Queensland,-21.22292,148.829
Foulden,4740,QLD,Queensland,-21.13769,149.14728
Belmunda,4740,QLD,Queensland,-20.94894,149.0156
Mon Repos,4670,QLD,Queensland,-24.80503,152.44054
Elliott Heads,4670,QLD,Queensland,-24.91061,152.47611
Woongarra,4670,QLD,Queensland,-24.89421,152.41336
Alloway,4670,QLD,Queensland,-24.9533,152.36386
Windermere,4670,QLD,Queensland,-24.86016,152.43398
Rubyanna,4670,QLD,Queensland,-24.82547,152.38796
Winfield,4670,QLD,Queensland,-24.56403,152.00192
Coonarr,4670,QLD,Queensland,-24.97058,152.4711
South Kolan,4670,QLD,Queensland,-24.92825,152.17718
Bucca,4670,QLD,Queensland,-24.8618,152.10094
Watalgan,4670,QLD,Queensland,-24.63831,152.00595
Yandaran,4673,QLD,Queensland,-24.70104,152.09465
Elliott,4670,QLD,Queensland,-25.00454,152.27743
Avondale,4670,QLD,Queensland,-24.76502,152.14798
Waterloo,4673,QLD,Queensland,-24.74415,151.98956
Abbotsford,4670,QLD,Queensland,-24.83195,152.00444
Pine Creek,4670,QLD,Queensland,-25.03383,152.16904
Moorland,4670,QLD,Queensland,-24.76303,152.20765
Calavos,4670,QLD,Queensland,-24.93443,152.43126
Meadowvale,4670,QLD,Queensland,-24.82012,152.24823
Kinkuna,4670,QLD,Queensland,-25.02497,152.44994
Welcome Creek,4670,QLD,Queensland,-24.76968,152.26119
Fairymead,4670,QLD,Queensland,-24.77108,152.35022
Mullett Creek,4670,QLD,Queensland,-24.5959,152.06993
Booyal,4671,QLD,Queensland,-25.22237,152.09226
Promisedland,4660,QLD,Queensland,-25.08778,152.14251
Buxton,4660,QLD,Queensland,-25.18677,152.48409
Redridge,4660,QLD,Queensland,-25.16599,152.36696
North Isis,4660,QLD,Queensland,-25.17257,152.26908
Doolbi,4660,QLD,Queensland,-25.23017,152.29954
Horton,4660,QLD,Queensland,-25.22829,152.33224
South Isis,4660,QLD,Queensland,-25.26937,152.30544
Kullogum,4660,QLD,Queensland,-25.34197,152.27047
Isis River,4660,QLD,Queensland,-25.26484,152.38989
Eureka,4660,QLD,Queensland,-25.27671,152.15433
Isis Central,4660,QLD,Queensland,-25.18773,152.17552
Gregory River,4660,QLD,Queensland,-25.10288,152.20583
Farnsfield,4660,QLD,Queensland,-25.1127,152.29597
Abington,4660,QLD,Queensland,-25.20951,152.3488
Goodwood,4660,QLD,Queensland,-25.10216,152.37331
Duingal,4671,QLD,Queensland,-25.10172,152.05035
Dalysford,4671,QLD,Queensland,-25.01651,151.89631
St Kilda,4671,QLD,Queensland,-25.06542,151.92149
Tirroan,4671,QLD,Queensland,-25.00753,151.92495
Drinan,4671,QLD,Queensland,-25.05211,152.00822
Kalpowar,4630,QLD,Queensland,-24.69433,151.35961
Bullyard,4671,QLD,Queensland,-24.95189,152.04266
Gaeta,4671,QLD,Queensland,-24.84817,151.59313
Wonbah,4671,QLD,Queensland,-25.07425,151.6035
Boolboonda,4671,QLD,Queensland,-25.04971,151.68469
Moolboolaman,4671,QLD,Queensland,-24.99155,151.81706
Nearum,4671,QLD,Queensland,-25.06731,151.80665
Doughboy,4671,QLD,Queensland,-25.1441,151.83672
St Agnes,4671,QLD,Queensland,-25.13511,151.9277
Wallaville,4671,QLD,Queensland,-25.08669,151.96471
Redhill Farms,4671,QLD,Queensland,-25.027,151.95178
Skyring Reserve,4671,QLD,Queensland,-25.04255,151.95946
Maroondan,4671,QLD,Queensland,-24.96512,152.00936
Horse Camp,4671,QLD,Queensland,-25.07115,151.87822
Bungadoo,4671,QLD,Queensland,-25.00058,152.08212
Good Night,4671,QLD,Queensland,-25.25139,151.91316
Morganville,4671,QLD,Queensland,-25.18295,151.95446
North Gregory,4660,QLD,Queensland,-25.04695,152.2872
Takilberan,4671,QLD,Queensland,-24.89703,151.72583
Monduran,4671,QLD,Queensland,-24.83334,151.89355
Kolonga,4671,QLD,Queensland,-24.77601,151.70924
Damascus,4671,QLD,Queensland,-24.92644,151.975
Molangul,4671,QLD,Queensland,-24.77192,151.53173
McIlwraith,4671,QLD,Queensland,-25.00221,152.0006
New Moonta,4671,QLD,Queensland,-25.01408,151.72809
Delan,4671,QLD,Queensland,-25.01306,152.05119
Electra,4670,QLD,Queensland,-25.00381,152.11387
Givelda,4670,QLD,Queensland,-24.9905,152.14908
Miara,4673,QLD,Queensland,-24.67621,152.15855
Coalstoun Lakes,4621,QLD,Queensland,-25.61676,151.89436
Biggenden,4621,QLD,Queensland,-25.56193,151.99145
Didcot,4621,QLD,Queensland,-25.49309,151.88583
Degilbo,4621,QLD,Queensland,-25.47813,151.98229
Coringa,4621,QLD,Queensland,-25.3655,151.93933
Dallarnil,4621,QLD,Queensland,-25.35469,152.04405
Lakeside,4621,QLD,Queensland,-25.57017,152.10967
