suburb,postcode,state,state_name,lat,lng
Duval,2350,NSW,New South Wales,-30.41398,151.63446
Carrai,2440,NSW,New South Wales,-30.82848,152.24865
Goat Island,2477,NSW,New South Wales,-28.98862,153.45729
Pimlico Island,2478,NSW,New South Wales,-28.91774,153.49456
Mungo,2715,NSW,New South Wales,-33.75375,143.08284
Curragh,2795,NSW,New South Wales,-33.95091,149.20604
Wonboyn North,2551,NSW,New South Wales,-37.19869,149.90497
Mumbulla Mountain,2550,NSW,New South Wales,-36.53343,149.88866
Green Cape,2551,NSW,New South Wales,-37.21212,150.00351
Edrom,2551,NSW,New South Wales,-37.13357,149.95858
Nungatta,2551,NSW,New South Wales,-37.20577,149.41354
Nungatta South,2551,NSW,New South Wales,-37.27892,149.45293
Yankees Creek,2550,NSW,New South Wales,-36.48819,149.54501
Coolangubra,2550,NSW,New South Wales,-37.00389,149.4556
Wadbilliga,2546,NSW,New South Wales,-36.24983,149.62322
Nadgee,2551,NSW,New South Wales,-37.3682,149.84324
Wog Wog,2550,NSW,New South Wales,-37.07439,149.45165
Never Never,2453,NSW,New South Wales,-30.35723,152.82993
Brinerville,2454,NSW,New South Wales,-30.47236,152.50813
Babinda,2825,NSW,New South Wales,-31.92247,146.52159
Gunningrah,2632,NSW,New South Wales,-36.74408,149.15904
Mount Cooper,2631,NSW,New South Wales,-36.65367,149.20122
Bondi Forest,2632,NSW,New South Wales,-37.15203,149.19066
Bukalong,2632,NSW,New South Wales,-36.79952,149.20878
Cambalong,2632,NSW,New South Wales,-36.89966,149.11
Paddys Flat,2632,NSW,New South Wales,-37.03632,149.32845
Byadbo Wilderness,2628,NSW,New South Wales,-36.8264,148.62016
Narran Lake,2839,NSW,New South Wales,-29.81695,147.31655
Cadia,2800,NSW,New South Wales,-33.44302,149.00978
Six Mile Swamp,2469,NSW,New South Wales,-29.18778,152.85871
Esk,2472,NSW,New South Wales,-29.25558,153.33178
The Gap,2472,NSW,New South Wales,-29.18207,153.40831
Yengo National Park,2330,NSW,New South Wales,-33.01902,150.91338
Olney,2325,NSW,New South Wales,-33.03749,151.32008
The Sandon,2463,NSW,New South Wales,-29.66652,153.29733
Barcoongere,2460,NSW,New South Wales,-29.8893,153.2608
Bookram,2460,NSW,New South Wales,-29.71867,153.24471
Freeburn Island,2464,NSW,New South Wales,-29.40154,153.33215
Yuraygir,2464,NSW,New South Wales,-29.53089,153.32996
Woody Head,2466,NSW,New South Wales,-29.36441,153.36788
Crowther Island,2460,NSW,New South Wales,-29.62704,152.9188
Chaelundi,2460,NSW,New South Wales,-29.98343,152.42977
Wild Cattle Creek,2453,NSW,New South Wales,-30.1312,152.74593
Towallum,2460,NSW,New South Wales,-30.07711,152.83141
Pikapene,2469,NSW,New South Wales,-29.04791,152.65731
Washpool,2460,NSW,New South Wales,-29.29162,152.3783
Collum Collum,2460,NSW,New South Wales,-29.26204,152.47766
Dumbudgery,2460,NSW,New South Wales,-29.29921,152.52093
Four Corners,2716,NSW,New South Wales,-34.81213,145.42709
Tantangara,2629,NSW,New South Wales,-35.72229,148.65517
Deua,2537,NSW,New South Wales,-35.92784,149.8148
Murrengenburg,2622,NSW,New South Wales,-35.53823,149.99667
Gibraltar Range,2370,NSW,New South Wales,-29.54069,152.26615
Moogem,2370,NSW,New South Wales,-29.45859,152.24678
Morven,2370,NSW,New South Wales,-29.41917,152.164
Giro,2422,NSW,New South Wales,-31.68102,151.74556
Mares Run,2422,NSW,New South Wales,-31.64302,151.80067
Baxters Ridge,2422,NSW,New South Wales,-31.7131,151.90409
Mernot,2422,NSW,New South Wales,-31.6865,151.57679
Barrington Tops,2422,NSW,New South Wales,-31.96215,151.52978
Tiri,2424,NSW,New South Wales,-31.8493,152.08936
Cells River,2424,NSW,New South Wales,-31.59481,152.07375
Knorrit Forest,2424,NSW,New South Wales,-31.78475,152.13377
Dingo Forest,2429,NSW,New South Wales,-31.69782,152.145
Kiwarrak,2430,NSW,New South Wales,-31.99367,152.45178
Yarratt Forest,2429,NSW,New South Wales,-31.78466,152.43551
Wallis Lake,2428,NSW,New South Wales,-32.2577,152.48586
Wallingat,2428,NSW,New South Wales,-32.29716,152.44239
Yagon,2423,NSW,New South Wales,-32.44895,152.44413
Myall Lake,2423,NSW,New South Wales,-32.42941,152.39279
Violet Hill,2423,NSW,New South Wales,-32.45118,152.32039
Mungo Brush,2423,NSW,New South Wales,-32.52193,152.33554
The Pilliga,2388,NSW,New South Wales,-30.68335,149.4617
The Gulf,2365,NSW,New South Wales,-30.02045,152.25182
Bril Bril,2441,NSW,New South Wales,-31.28082,152.55814
Swans Crossing,2439,NSW,New South Wales,-31.59523,152.58993
Grants Beach,2445,NSW,New South Wales,-31.61756,152.82155
Werrikimbe,2446,NSW,New South Wales,-31.25413,152.22076
North Brother,2443,NSW,New South Wales,-31.65632,152.77499
Jolly Nose,2445,NSW,New South Wales,-31.58411,152.78204
Doyles River,2446,NSW,New South Wales,-31.45264,152.12744
Banda Banda,2446,NSW,New South Wales,-31.20121,152.45587
Kippara,2441,NSW,New South Wales,-31.23325,152.52391
Upper Kangaroo Valley,2577,NSW,New South Wales,-34.64497,150.62209
Barren Grounds,2577,NSW,New South Wales,-34.69251,150.73197
Budderoo,2535,NSW,New South Wales,-34.67364,150.6541
Cambridge Plateau,2469,NSW,New South Wales,-28.80677,152.73237
Border Ranges,2474,NSW,New South Wales,-28.39276,153.0735
Miamley,2873,NSW,New South Wales,-32.38835,146.91895
Bungabbee,2480,NSW,New South Wales,-28.76677,153.13641
Nightcap,2480,NSW,New South Wales,-28.55795,153.2843
Wirraba,2849,NSW,New South Wales,-33.1166,150.50685
Wollemi,2330,NSW,New South Wales,-32.95561,150.45788
Wollangambe,2790,NSW,New South Wales,-33.34326,150.44906
Hassans Walls,2790,NSW,New South Wales,-33.50832,150.15098
Newnes Plateau,2790,NSW,New South Wales,-33.33497,150.25695
Windy,2343,NSW,New South Wales,-31.62455,150.40775
Barneys Reef,2852,NSW,New South Wales,-32.17492,149.50848
Wilpinjong,2850,NSW,New South Wales,-32.32759,149.88028
Munghorn,2850,NSW,New South Wales,-32.37451,149.81908
Edderton,2333,NSW,New South Wales,-32.35888,150.83529
Killiekrankie,2449,NSW,New South Wales,-30.56962,152.56581
Jews Lagoon,2397,NSW,New South Wales,-29.88759,149.46836
Twenty Forests,2795,NSW,New South Wales,-33.67952,149.73473
Snowball,2622,NSW,New South Wales,-35.9428,149.59029
Palerang,2622,NSW,New South Wales,-35.43745,149.56974
Berlang,2622,NSW,New South Wales,-35.68072,149.68606
Port Stephens,2324,NSW,New South Wales,-32.70548,152.00349
Tilligerry Creek,2319,NSW,New South Wales,-32.76402,151.9781
Ettrema,2540,NSW,New South Wales,-34.88137,150.296
Tallowal,2540,NSW,New South Wales,-34.83087,150.22586
Beecroft Peninsula,2540,NSW,New South Wales,-35.04306,150.80854
Tullarwalla,2540,NSW,New South Wales,-35.12535,150.49798
Kinghorne,2540,NSW,New South Wales,-34.97301,150.7714
Touga,2622,NSW,New South Wales,-34.92665,150.10439
St George,2622,NSW,New South Wales,-35.03031,150.22013
Pretty Beach,2539,NSW,New South Wales,-35.57684,150.35481
Endrick,2622,NSW,New South Wales,-35.2369,150.24726
Tolwong,2622,NSW,New South Wales,-34.82992,150.106
Coolumburra,2622,NSW,New South Wales,-35.04667,150.10099
Bulee,2622,NSW,New South Wales,-35.02335,150.12484
Quiera,2622,NSW,New South Wales,-34.9357,150.1997
Yalwal,2540,NSW,New South Wales,-34.94509,150.36352
Porters Creek,2538,NSW,New South Wales,-35.25585,150.32293
Boolijah,2540,NSW,New South Wales,-35.05882,150.33073
Twelve Mile Peg,2540,NSW,New South Wales,-35.15104,150.39103
Tianjara,2622,NSW,New South Wales,-35.13622,150.33048
Buangla,2540,NSW,New South Wales,-34.87177,150.39561
Dural,2330,NSW,New South Wales,-32.58731,150.86086
Howick,2330,NSW,New South Wales,-32.4353,150.93219
Liddell,2333,NSW,New South Wales,-32.42236,151.00407
Snowy Plain,2628,NSW,New South Wales,-36.15679,148.52089
Warrabah,2346,NSW,New South Wales,-30.49428,150.98048
Forest Land,2372,NSW,New South Wales,-29.24228,152.11847
Buddong,2720,NSW,New South Wales,-35.65705,148.22888
Green Hills,2730,NSW,New South Wales,-35.55352,148.03156
Geehi,2642,NSW,New South Wales,-36.34871,148.24386
Pilot Wilderness,2627,NSW,New South Wales,-36.67551,148.20462
Jagungal Wilderness,2642,NSW,New South Wales,-36.14658,148.33961
Jagumba,2642,NSW,New South Wales,-36.03632,148.23909
Westdale,2653,NSW,New South Wales,-35.57446,147.88278
Wereboldera,2720,NSW,New South Wales,-35.3844,148.22272
Blowering,2720,NSW,New South Wales,-35.49512,148.25508
Long Plain,2629,NSW,New South Wales,-35.65374,148.57972
Cooleman,2611,NSW,New South Wales,-35.66563,148.70878
Red Hill,2720,NSW,New South Wales,-35.15774,148.37451
Pinbeyan,2720,NSW,New South Wales,-35.70042,148.4015
Bogong Peaks Wilderness,2720,NSW,New South Wales,-35.52483,148.38268
Mebbin,2484,NSW,New South Wales,-28.45136,153.16157
Pages River,2338,NSW,New South Wales,-31.80118,150.75306
Mount Foster,2824,NSW,New South Wales,-31.18697,147.5709
Mount Aquila,2820,NSW,New South Wales,-32.83813,149.17565
Avon,2574,NSW,New South Wales,-34.43656,150.67771
Mount Lindsey,2575,NSW,New South Wales,-34.44228,150.56703
Cordeaux,2526,NSW,New South Wales,-34.38079,150.77681
Winburndale,2795,NSW,New South Wales,-33.30333,149.7972
Moollattoo,2540,NSW,New South Wales,-34.78902,150.39024
Mondayong,2540,NSW,New South Wales,-35.17458,150.50432
Para,2648,NSW,New South Wales,-33.66784,142.10342
Yambulla,2550,NSW,New South Wales,-37.22861,149.58845
Macquarie Pass,2577,NSW,New South Wales,-34.561,150.66248
Gloucester Tops,2422,NSW,New South Wales,-32.06154,151.62223
Bimberi,2611,NSW,New South Wales,-35.58274,148.70121
Murray Gorge,2642,NSW,New South Wales,-36.45849,148.11551
Kosciuszko,2627,NSW,New South Wales,-36.48354,148.20442
Glen Nevis,2365,NSW,New South Wales,-29.91723,152.22903
Willurah,2710,NSW,New South Wales,-34.98524,145.11458
Gilgunnia,2835,NSW,New South Wales,-32.44644,146.05866
Environa,2620,NSW,New South Wales,-35.41142,149.18114
Blue Mountains National Park,2780,NSW,New South Wales,-33.83578,150.32886
Ten Mile Hollow,2250,NSW,New South Wales,-33.32343,151.08569
Upper Mangrove,2250,NSW,New South Wales,-33.29333,151.12235
Mellong,2756,NSW,New South Wales,-33.09912,150.73538
Perrys Crossing,2775,NSW,New South Wales,-33.1738,150.98083
The Devils Wilderness,2758,NSW,New South Wales,-33.56449,150.53206
Womerah,2756,NSW,New South Wales,-33.23801,150.79903
Kanangra,2787,NSW,New South Wales,-33.98245,150.10654
Lucas Heights,2234,NSW,New South Wales,-34.03866,150.97821
Freemans,2259,NSW,New South Wales,-33.19698,151.59358
Frazer Park,2259,NSW,New South Wales,-33.18574,151.61819
Wybung,2259,NSW,New South Wales,-33.19296,151.60754
ACT Remainder - Cotter River,2611,ACT,Australian Capital Territory,-35.47455,148.83765
Throsby,2914,ACT,Australian Capital Territory,-35.18903,149.15988
ACT Remainder - Hall,2618,ACT,Australian Capital Territory,-35.16677,149.05415
Denman Prospect,2611,ACT,Australian Capital Territory,-35.29477,149.02463
Dorset Vale,5157,SA,South Australia,-35.1061,138.70293
Lake Alexandrina,5259,SA,South Australia,-35.45993,139.16679
Watarru,872,SA,South Australia,-27.0309,129.8979
Katarapko,5343,SA,South Australia,-34.40091,140.53981
Watraba,5690,SA,South Australia,-31.96068,133.24466
Pureba,5680,SA,South Australia,-32.0492,134.46089
Hincks,5603,SA,South Australia,-33.85669,135.96337
Jamieson,5640,SA,South Australia,-33.41938,136.41091
Hambidge,5642,SA,South Australia,-33.40938,135.9114
Stephenston,5433,SA,South Australia,-32.37431,138.22491
Pine Creek,5419,SA,South Australia,-33.21168,139.26799
Ulooloo,5419,SA,South Australia,-33.30994,138.93918
Wonna,5419,SA,South Australia,-33.25575,139.05752
Stun'Sail Boom,5223,SA,South Australia,-36.0045,137.0274
Willson River,5222,SA,South Australia,-35.8514,137.9383
Flinders Chase,5223,SA,South Australia,-35.91744,136.71576
Barna,5641,SA,South Australia,-33.1746,136.70466
Cocata,5654,SA,South Australia,-33.24033,135.25702
Uley,5607,SA,South Australia,-34.72139,135.58442
Billiatt,5311,SA,South Australia,-34.9448,140.55025
Naidia,5354,SA,South Australia,-34.5121,139.83704
Beaumonts,5320,SA,South Australia,-34.04504,139.67875
Maude,5320,SA,South Australia,-33.88661,139.44178
Rocky Point,5238,SA,South Australia,-34.85397,139.44276
Younghusband Holdings,5238,SA,South Australia,-34.87439,139.54932
Wombats Rest,5320,SA,South Australia,-34.11675,139.67091
Julanka Holdings,5238,SA,South Australia,-34.8731,139.54539
Minburra,5431,SA,South Australia,-32.56304,138.73985
Paratoo,5422,SA,South Australia,-32.66959,139.22743
Mundallio,5700,SA,South Australia,-32.44224,137.88177
Ngarkat,5302,SA,South Australia,-35.7477,140.60897
Koolgera,5661,SA,South Australia,-32.29727,134.70325
Lake Albert,5259,SA,South Australia,-35.62314,139.27457
Wallerberdina,5713,SA,South Australia,-31.92628,137.86557
Wirraminna,5719,SA,South Australia,-31.23512,135.96909
Lake Gairdner,5717,SA,South Australia,-31.6959,135.8549
Uno,5717,SA,South Australia,-32.8126,136.55645
Lake Gilles,5600,SA,South Australia,-32.89549,136.74303
Wedge Island,5606,SA,South Australia,-35.15726,136.44196
Mahanewo,5717,SA,South Australia,-31.71047,136.40585
Whyalla Barson,5601,SA,South Australia,-32.97868,137.59054
Lake Frome,5440,SA,South Australia,-30.70405,139.78042
Yumbarra,5690,SA,South Australia,-31.76286,133.55755
Gawler Ranges,5717,SA,South Australia,-32.30659,135.20472
Chowilla,5341,SA,South Australia,-33.6833,140.71801
Stuarts Creek,5720,SA,South Australia,-29.77381,136.90601
Yellabinna,5690,SA,South Australia,-31.64252,132.73859
Tarcoola,5701,SA,South Australia,-30.69008,134.56505
Yardea,5717,SA,South Australia,-32.34721,135.63084
Danggali,5417,SA,South Australia,-33.19592,140.73575
Bockelberg,5655,SA,South Australia,-32.58071,135.05581
Cultana,5600,SA,South Australia,-32.87664,137.21263
Inneston,5577,SA,South Australia,-35.26582,136.89594
Moonaree,5717,SA,South Australia,-32.02044,135.42546
Island Lagoon,5713,SA,South Australia,-31.47541,136.70655
Glendambo,5719,SA,South Australia,-30.96791,135.75906
Lake Macfarlane,5717,SA,South Australia,-31.89207,136.69285
Lake Eyre,5720,SA,South Australia,-28.67476,137.41126
Lake Torrens,5713,SA,South Australia,-31.0532,137.68104
Mount William,7264,TAS,Tasmania,-40.93302,148.24141
Eddystone,7264,TAS,Tasmania,-40.99691,148.32235
Douglas-Apsley,7215,TAS,Tasmania,-41.78616,148.19212
Parrawe,7321,TAS,Tasmania,-41.28507,145.5751
Walls Of Jerusalem,7304,TAS,Tasmania,-41.89252,146.24496
Central Plateau,7304,TAS,Tasmania,-41.8505,146.63866
Millers Bluff,7030,TAS,Tasmania,-41.97504,147.11568
Florentine,7140,TAS,Tasmania,-42.61707,146.50048
Tarraleah,7140,TAS,Tasmania,-42.30206,146.44145
Lake Sorell,7030,TAS,Tasmania,-42.03845,147.15892
Hermitage,7030,TAS,Tasmania,-42.26349,146.85282
Shannon,7030,TAS,Tasmania,-42.07014,146.77536
Butlers Gorge,7140,TAS,Tasmania,-42.25375,146.25428
Cramps Bay,7030,TAS,Tasmania,-41.87456,146.826
Port Latta,7321,TAS,Tasmania,-40.85897,145.38457
Detention,7321,TAS,Tasmania,-40.87947,145.45264
Wellington Park,7054,TAS,Tasmania,-42.89814,147.10896
Styx,7140,TAS,Tasmania,-42.77347,146.6562
Banca,7265,TAS,Tasmania,-41.00426,147.80414
Strzelecki,7255,TAS,Tasmania,-40.21926,148.11692
Wingaroo,7255,TAS,Tasmania,-39.82094,147.9889
Bell Bay,7253,TAS,Tasmania,-41.12926,146.87409
Stony Head,7252,TAS,Tasmania,-41.01833,147.01323
Long Reach,7253,TAS,Tasmania,-41.16595,146.95525
Southport Lagoon,7109,TAS,Tasmania,-43.50504,146.95866
Cethana,7306,TAS,Tasmania,-41.47662,146.15187
Mount Roland,7306,TAS,Tasmania,-41.48705,146.24976
Mersey Forest,7304,TAS,Tasmania,-41.70678,146.19783
Surprise Bay,7256,TAS,Tasmania,-40.12316,143.9287
Sea Elephant,7256,TAS,Tasmania,-39.82719,144.08142
Cape Raoul,7184,TAS,Tasmania,-43.20635,147.75908
Guildford,7321,TAS,Tasmania,-41.46818,145.67923
Luina,7321,TAS,Tasmania,-41.46154,145.38981
Renison Bell,7469,TAS,Tasmania,-41.78999,145.43695
Lake Margaret,7467,TAS,Tasmania,-41.99919,145.56592
Lisle,7260,TAS,Tasmania,-41.23711,147.33088
Irlpme,874,NT,Northern Territory,-23.64766,133.86515
Camp Creek,822,NT,Northern Territory,-13.18585,130.9347
Bynoe Harbour,822,NT,Northern Territory,-12.61147,130.49318
Maranunga,822,NT,Northern Territory,-13.70984,130.71048
Buffalo Creek,812,NT,Northern Territory,-12.35022,130.91889
Koolpinyah,822,NT,Northern Territory,-12.3626,131.21637
Hotham,822,NT,Northern Territory,-12.27906,131.39547
Undoolya,874,NT,Northern Territory,-23.68776,133.91872
Micket Creek,822,NT,Northern Territory,-12.37664,130.95247
Murrumujuk,822,NT,Northern Territory,-12.27839,131.07782
Black Jungle,822,NT,Northern Territory,-12.52127,131.21048
Wak Wak,822,NT,Northern Territory,-12.66632,131.24294
Glyde Point,822,NT,Northern Territory,-12.18519,131.07623
Daly,822,NT,Northern Territory,-12.74296,131.24326
Archer,830,NT,Northern Territory,-12.52195,130.96226
Mitchell,832,NT,Northern Territory,-12.53072,130.99564
Simpson,872,NT,Northern Territory,-24.93439,136.70017
Vernon Islands,822,NT,Northern Territory,-12.06553,131.0687
Van Diemen Gulf,822,NT,Northern Territory,-12.10439,131.3506
Chilla Well,872,NT,Northern Territory,-21.83728,131.42725
Holmes,812,NT,Northern Territory,-12.38771,130.91976
Lesley,6111,WA,Western Australia,-32.1496,116.24666
Reservoir,6076,WA,Western Australia,-31.99479,116.18744
The Spectacles,6167,WA,Western Australia,-32.22075,115.83811
Clifton,6211,WA,Western Australia,-32.75294,115.64264
Malmalling,6556,WA,Western Australia,-31.9673,116.35665
Gorrie,6556,WA,Western Australia,-31.90965,116.31337
Point Grey,6208,WA,Western Australia,-32.67934,115.68716
Walyunga National Park,6084,WA,Western Australia,-31.71906,116.08193
Melaleuca,6079,WA,Western Australia,-31.70351,115.92224
Sandpatch,6330,WA,Western Australia,-35.06425,117.7876
West Cape Howe,6330,WA,Western Australia,-35.10541,117.61332
Hamersley Range,6716,WA,Western Australia,-22.09502,116.84917
Schroeder,6285,WA,Western Australia,-34.03724,115.35828
Baudin,6284,WA,Western Australia,-33.87288,115.46325
Flint,6302,WA,Western Australia,-32.22011,116.4642
Wuraming,6390,WA,Western Australia,-32.82638,116.26264
Bernier Island,6701,WA,Western Australia,-24.86351,113.14183
Dorre Island,6701,WA,Western Australia,-25.1327,113.09855
Oakajee,6532,WA,Western Australia,-28.60402,114.60204
Shotts,6225,WA,Western Australia,-33.39102,116.25559
Londonderry,6429,WA,Western Australia,-31.2232,121.28041
Wallaroo,6429,WA,Western Australia,-30.6827,120.38356
Victoria Rock,6429,WA,Western Australia,-31.46515,120.73732
Stirling Range National Park,6338,WA,Western Australia,-34.41515,118.0474
Mount Romance,6333,WA,Western Australia,-34.83477,117.13343
Mount Lindesay,6333,WA,Western Australia,-34.82749,117.35569
Trent,6333,WA,Western Australia,-34.84723,116.88939
Grimwade,6253,WA,Western Australia,-33.69648,116.03733
Dundas,6443,WA,Western Australia,-32.45403,121.63247
Israelite Bay,6452,WA,Western Australia,-33.531,123.91794
Buraminya,6452,WA,Western Australia,-33.05634,122.98006
Moore River National Park,6503,WA,Western Australia,-31.12498,115.68503
Yeal,6503,WA,Western Australia,-31.41018,115.77653
Wicherina South,6532,WA,Western Australia,-28.79162,115.01747
Trafalgar,6431,WA,Western Australia,-30.78352,121.53376
Brown Hill,6431,WA,Western Australia,-30.75897,121.52457
Fimiston,6432,WA,Western Australia,-30.77625,121.50584
Zanthus,6434,WA,Western Australia,-30.76488,123.92396
Bulong,6431,WA,Western Australia,-30.74116,121.9392
Boorara,6431,WA,Western Australia,-30.80746,121.63651
Neale,6440,WA,Western Australia,-27.89001,124.78929
Beadell,6440,WA,Western Australia,-27.89199,127.36649
Remlap,6472,WA,Western Australia,-30.06664,117.69009
Mouroubra,6472,WA,Western Australia,-29.77785,117.745
Bimbijy,6472,WA,Western Australia,-29.74086,118.12371
Karroun Hill,6472,WA,Western Australia,-29.92451,118.17069
Nerramyne,6630,WA,Western Australia,-27.69609,115.45029
Banksiadale,6213,WA,Western Australia,-32.62774,116.12096
Etmilyn,6213,WA,Western Australia,-32.76886,116.14356
Myara,6207,WA,Western Australia,-32.48661,116.05461
Kalbarri National Park,6536,WA,Western Australia,-27.66608,114.39318
Balla Balla,6714,WA,Western Australia,-20.67098,117.78007
Wallareenya,6721,WA,Western Australia,-20.77266,118.80625
Finucane,6722,WA,Western Australia,-20.30388,118.56495
Fitzgerald River National Park,6346,WA,Western Australia,-34.04625,119.58006
Fitzgerald,6337,WA,Western Australia,-33.74839,119.4563
Hatter Hill,6356,WA,Western Australia,-32.9228,120.15984
Dampier Archipelago,6713,WA,Western Australia,-20.54302,116.77413
Mount Anketell,6714,WA,Western Australia,-20.725,116.99353
Cossack,6720,WA,Western Australia,-20.69298,117.20557
Mulataga,6714,WA,Western Australia,-20.7391,116.87921
Antonymyre,6714,WA,Western Australia,-20.64042,117.08405
Shark Bay,6532,WA,Western Australia,-26.23036,113.50976
Carbla,6701,WA,Western Australia,-26.17096,114.36154
Toolonga,6532,WA,Western Australia,-26.97234,115.07256
Coburn,6532,WA,Western Australia,-26.75048,114.32628
Gilroyd,6701,WA,Western Australia,-25.8932,115.23142
Talisker,6701,WA,Western Australia,-26.41327,115.08773
Yalardy,6701,WA,Western Australia,-26.10288,115.2568
Nanga Brook,6215,WA,Western Australia,-32.84916,116.08848
Mount Palmer,6426,WA,Western Australia,-31.5595,119.81656
Skeleton Rock,6426,WA,Western Australia,-31.84187,119.47768
Parker Range,6426,WA,Western Australia,-31.78987,119.79096
Holleton,6426,WA,Western Australia,-31.9758,119.09161
Ennuin,6484,WA,Western Australia,-30.65425,118.93718
Flynn,6302,WA,Western Australia,-32.04619,116.48625
Mount Observation,6302,WA,Western Australia,-31.94947,116.52951
Mount Wells,6390,WA,Western Australia,-32.61506,116.30383
North Bannister,6390,WA,Western Australia,-32.44536,116.44625
Zuytdorp,6536,WA,Western Australia,-27.40549,114.21141
Solus,6207,WA,Western Australia,-32.53296,116.17236
Forrest,6434,WA,Western Australia,-30.7625,127.50173
Daggar Hills,6638,WA,Western Australia,-28.1802,117.59324
Mount Jackson,6426,WA,Western Australia,-30.08248,119.0091
Sir Samuel,6437,WA,Western Australia,-27.51694,120.47274
Weld Range,6640,WA,Western Australia,-27.10955,117.58289
Massey Bay,6701,WA,Western Australia,-24.90318,113.67564
Bindoon Training Area,6502,WA,Western Australia,-31.30059,116.29544
Cocoroc,3030,VIC,Victoria,-37.96227,144.61837
Quandong,3030,VIC,Victoria,-37.83549,144.50207
Fernshaw,3778,VIC,Victoria,-37.60936,145.64643
Wongungarra,3862,VIC,Victoria,-37.25434,147.05121
Wonnangatta,3737,VIC,Victoria,-37.13219,146.78311
Selwyn,3737,VIC,Victoria,-37.06407,146.99993
Mount Buffalo,3740,VIC,Victoria,-36.72777,146.7775
Germantown,3741,VIC,Victoria,-36.73917,147.07821
Abbeyard,3737,VIC,Victoria,-37.01414,146.78255
Rocky Point,3377,VIC,Victoria,-37.33596,142.85434
Summerlands,3922,VIC,Victoria,-38.50799,145.13456
Churchill Island,3925,VIC,Victoria,-38.50105,145.33955
Thomson,3825,VIC,Victoria,-37.76394,146.34761
Baw Baw,3833,VIC,Victoria,-37.83765,146.30085
Lake Tyrrell,3533,VIC,Victoria,-35.34031,142.8366
Towaninny South,3527,VIC,Victoria,-35.93967,143.33198
Marlbed,3483,VIC,Victoria,-35.8209,142.8499
Yawong Hills,3478,VIC,Victoria,-36.47001,143.38159
Aire Valley,3237,VIC,Victoria,-38.69329,143.56434
Mount Sabine,3236,VIC,Victoria,-38.63386,143.74272
Petticoat Creek,3233,VIC,Victoria,-38.71444,143.73112
Ocean Grange,3880,VIC,Victoria,-38.00833,147.67729
Boole Poole,3880,VIC,Victoria,-37.91165,147.78578
Wroxham,3891,VIC,Victoria,-37.33717,149.4863
Errinundra,3889,VIC,Victoria,-37.47368,148.7605
Chandlers Creek,3890,VIC,Victoria,-37.30548,149.31912
Suggan Buggan,3885,VIC,Victoria,-36.91638,148.33876
Cobberas,3900,VIC,Victoria,-36.864,148.10514
Wulgulmerang West,3885,VIC,Victoria,-37.23715,148.11792
Nunniong,3896,VIC,Victoria,-37.23806,147.95046
Deptford,3875,VIC,Victoria,-37.57131,147.68334
Bundara,3898,VIC,Victoria,-36.98334,147.3374
Bingo Munjie,3898,VIC,Victoria,-37.00787,147.56466
Marthavale,3875,VIC,Victoria,-37.44783,147.50694
Pine View,3579,VIC,Victoria,-35.80792,143.6595
Lake Eppalock,3551,VIC,Victoria,-36.90863,144.55409
Point Wilson,3212,VIC,Victoria,-38.03293,144.53718
Loy Yang,3844,VIC,Victoria,-38.24963,146.57809
Mount Tassie,3844,VIC,Victoria,-38.38878,146.56034
Jungaburra,3575,VIC,Victoria,-36.05581,144.28781
Reynard,3858,VIC,Victoria,-37.37483,146.6293
Howitt Plains,3858,VIC,Victoria,-37.19443,146.68787
Knockwood,3723,VIC,Victoria,-37.41916,146.25494
Enochs Point,3723,VIC,Victoria,-37.41916,146.11386
Lerderderg,3458,VIC,Victoria,-37.51714,144.37593
Dalyenong,3477,VIC,Victoria,-36.80624,143.42737
York Plains,3477,VIC,Victoria,-36.59949,142.91715
Bolangum,3387,VIC,Victoria,-36.71665,142.99808
Bellfield,3381,VIC,Victoria,-37.22551,142.44386
Wattle Creek,3384,VIC,Victoria,-36.96298,143.08193
Zumsteins,3401,VIC,Victoria,-37.1132,142.35993
Grampians,3314,VIC,Victoria,-37.36075,142.36257
Turoar,3546,VIC,Victoria,-35.18146,143.07915
Wandown,3549,VIC,Victoria,-34.82054,142.9278
Miralie,3596,VIC,Victoria,-35.12381,143.32768
Tom Groggin,3707,VIC,Victoria,-36.58301,148.09192
Cheshunt South,3678,VIC,Victoria,-36.93477,146.41616
Snake Island,3971,VIC,Victoria,-38.75067,146.55317
Lake Wellington,3851,VIC,Victoria,-38.09525,147.31922
Arbuckle,3858,VIC,Victoria,-37.36959,146.83228
Crookayan,3858,VIC,Victoria,-37.48949,146.62766
Budgee Budgee,3862,VIC,Victoria,-37.54918,147.08854
Miowera,3862,VIC,Victoria,-37.47744,147.06768
Moroka,3860,VIC,Victoria,-37.49312,146.94222
Buragwonduc,3858,VIC,Victoria,-37.48596,146.75978
Wrathung,3860,VIC,Victoria,-37.59239,146.94914
Tamboritha,3858,VIC,Victoria,-37.43539,146.69624
Toolome,3860,VIC,Victoria,-37.61348,147.0545
Nap Nap Marra,3860,VIC,Victoria,-37.57704,146.8444
Sargood,3858,VIC,Victoria,-37.5835,146.73143
Worrowing,3858,VIC,Victoria,-37.6713,146.74044
Wrixon,3860,VIC,Victoria,-37.68455,146.85089
Gillum,3858,VIC,Victoria,-37.75292,146.73371
Koorool,3860,VIC,Victoria,-37.7299,146.94094
Yangoura,3858,VIC,Victoria,-37.80031,146.57846
